,NR.AhR,smiles
9877,0.0,O=[N+]([O-])c1ccccc1CCl
9878,0.0,O=C1CC[C@H](C(=O)N2CCCCC2)N1
9879,0.0,CN(C)C(=O)C(c1ccccc1)c1ccccc1
9880,0.0,CC(=O)c1ccccc1O
9881,0.0,CC(=O)CN(CC(C)=O)N=O
9882,0.0,CC(=O)Nc1ccc(N)cc1
9883,0.0,CC(=O)Nc1ccccc1C
9884,0.0,C=CC(C)(CCC=C(C)C)OC(C)=O
9885,0.0,CC(=O)OCC(COC(C)=O)OC(C)=O
9886,0.0,CC(=O)OC1CC(C)OC(C)O1
9887,0.0,C=C(C)C1CC=C(C)C(OC(C)=O)C1
9888,0.0,C=Cc1ccc(OC(C)=O)cc1
9889,0.0,CC(=O)OCCC(C)CC(C)(C)C
9890,0.0,CCCCCCOC(C)=O
9891,0.0,CCCCOCCOC(C)=O
9892,0.0,CC(=O)OCCOCCOCCOC(C)=O
9893,0.0,COC(=O)C=C(C)CCC=C(C)C
9894,0.0,C=CC(=O)N1CCOCC1
9895,0.0,O=C(c1ccccc1)c1ccccc1O
9896,0.0,CCCCCC=CCC(=O)OC
9897,0.0,CN(C(=O)Cc1cccc2occc12)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
9898,0.0,CCOC(=O)CCC(=O)OCC
9899,0.0,CCCCOC(=O)C(C)OC(=O)CCC
9900,0.0,CCCCCCOC(=O)CCC
9901,0.0,C=CCOC(=O)CCC1CCCCC1
9902,0.0,CCCCCOC(=O)CCCC
9903,0.0,CCCCCCCC(=O)OCCCCCC
9904,0.0,CCCCN(CCC(=O)OCC)C(C)=O
9905,0.0,O=C(Cl)OCCOCCOC(=O)Cl
9906,0.0,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C
9907,0.0,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C
9908,0.0,NC(=O)c1ccccc1O
9909,0.0,C=CC(=O)NC(C)(C)CS(=O)(=O)O
9910,0.0,CNC(=O)c1ccccc1
9911,0.0,CNC(=O)N(c1ccccc1)c1ccccc1
9912,0.0,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1
9913,0.0,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
9914,0.0,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
9915,0.0,CCCOC(=O)NCCCN(C)C
9916,0.0,O=C(O)CONC(=O)c1ccccc1
9917,0.0,CCN(CC)CCc1c[nH]c2ccccc12.CCN(CC)CCc1c[nH]c2ccccc12.O=C(O)/C=C/C(=O)O
9918,0.0,CN(C)CCN(Cc1cccs1)c1ccccn1.CN(C)CCN(Cc1cccs1)c1ccccn1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O
9919,0.0,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
9920,0.0,C[C@@H](O)C(=O)O
9921,0.0,CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1
9922,0.0,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
9923,0.0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
9924,0.0,CC(CO)(CO)C(=O)O
9925,0.0,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
9926,0.0,CC(C)(C)OC(=O)c1ccccc1C(=O)O
9927,0.0,O=C(O)c1cccnc1
9928,0.0,O=C(O)c1ccncc1
9929,0.0,O=C(O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c(-c4cccc(CC(=O)O)c4)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1
9930,0.0,O=C(O)CCCC(=O)O
9931,0.0,O=C(O)CCCCC1CCSS1
9932,0.0,O=C(O)CCCCCCCC(=O)O
9933,0.0,CCCCCCCCCCCCCC(=O)O
9934,0.0,CCCCCCCCCCCCCCCCCC(=O)O
9935,0.0,CCCCCCCCCCCCCCCCCC(=O)O
9936,0.0,COCC(=O)O
9937,0.0,COCC(=O)O
9938,0.0,O=C(OC(=O)c1ccccc1)c1ccccc1
9939,0.0,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C
9940,0.0,COC(=O)C1(O)c2ccccc2-c2ccccc21
9941,0.0,COC(=O)CC(=O)OC
9942,0.0,Cc1ccc(OC(=O)CC(C)C)cc1
9943,0.0,O=C(Oc1ccccc1)c1ccccc1
9944,0.0,O=C(Oc1ccccc1)Oc1ccccc1
9945,0.0,C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1
9946,0.0,CCOC(=O)c1ccccc1C
9947,0.0,CC/C=C\CCOC(=O)c1ccccc1
9948,0.0,O=C(OCc1ccccc1)c1ccccc1
9949,0.0,CCCOC(=O)c1ccc(C(=O)OCCC)nc1
9950,0.0,O=C(Cc1ccccc1)OCCc1ccccc1
9951,0.0,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1
9952,0.0,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC
9953,0.0,CCCCCCOC(=O)c1ccccc1
9954,0.0,C=C(C)C(=O)OCCCCOC(=O)C(=C)C
9955,0.0,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC
9956,0.0,CCSC(=O)N1CCCCCC1
9957,0.0,CCCSC(=O)N(CCC)CCC
9958,0.0,CCCCN(CC)C(=O)SCCC
9959,0.0,O=C/C=C/c1ccccc1
9960,1.0,Cc1ccc(N=C=O)cc1N=C=O
9961,0.0,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1
9962,0.0,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1
9963,0.0,CC1CCC(=O)C1=O
9964,0.0,CC1CCCC(=O)C1=O
9965,0.0,CC1=CC(=O)CC(C)(C)C1
9966,0.0,Cc1cc(=O)[nH]c(=S)[nH]1
9967,0.0,O=c1ccc(=O)[nH][nH]1
9968,0.0,Cc1occc(=O)c1OC(=O)C(C)C
9969,0.0,CCCC1CCC(=O)O1
9970,0.0,CCCCCCCC1CCC(=O)O1
9971,0.0,CCCCCC1=CCCC1=O
9972,0.0,CCCCCC1=CCCC1=O
9973,0.0,O=C1CCc2ccccc2O1
9974,0.0,O=C1CCCCC1
9975,0.0,CC(=O)C1CCCCC1=O
9976,0.0,O=C1CCCCCCCCCCOCCCCO1
9977,0.0,O=C1CCCCCN1
9978,0.0,O=C1CCCCCO1
9979,0.0,C=CN1CCCC1=O
9980,0.0,O=C1CCCO1
9981,0.0,COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1
9982,0.0,O=C1NC(=O)[C@@H]2CC=CC[C@H]12
9983,0.0,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
9984,0.0,NC(=O)NC1NC(=O)NC1=O
9985,0.0,CC1COC(=O)O1
9986,0.0,CC1COC(=O)O1
9987,0.0,CCCCCCC1CCOC1=O
9988,0.0,O=C1OCCO1
9989,0.0,COC1=CC(=O)OC(CCc2ccccc2)C1
9990,0.0,Cn1c(=O)c2[nH]cnc2n(C)c1=O
9991,1.0,O=C1CCCc2ccccc21
9992,0.0,Cc1cccc(C)c1NC(=O)CN1CCCC1=O
9993,0.0,O=CC1CC=CCC1
9994,0.0,O=Cc1ccccc1
9995,0.0,O=CNc1ccccc1
9996,0.0,O=NN1CCCCCC1
9997,0.0,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
9998,0.0,CO[PH](=O)OC
9999,0.0,CCS(=O)(=O)CCSP(=O)(OC)OC
10000,0.0,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
10001,0.0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
10002,0.0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
10003,0.0,Nc1ccc2cc(S(=O)(=O)O)ccc2c1
10004,0.0,CCCCCCCCCCCCCCCS(=O)(=O)Oc1ccccc1
10005,0.0,O=S(=O)(Cl)c1c(Cl)cccc1Cl
10006,0.0,O=S1(=O)CCCO1
10007,0.0,O=S1OCCO1
10008,0.0,C1CC2OC2CC1C1CO1
10009,0.0,OB(O)O
10010,0.0,CCOC(=O)C=CC(=O)O
10011,0.0,O=C(O)c1cccc(O)c1
10012,0.0,O=C(O)c1ccc(CO)o1
10013,0.0,O=C(O)c1ccc(O)cc1
10014,0.0,O=C(O)c1ccc(O)cc1O
10015,0.0,O=C(O)c1cccnc1C(=O)O
10016,0.0,O=C(O)CC(O)(CC(=O)O)C(=O)O
10017,0.0,O=C(O)CCCCC(=O)O
10018,0.0,O=C(O)CCSCCC(=O)O
10019,0.0,CC(C)(O)c1ccc(C(C)(C)O)cc1
10020,0.0,CC(C)(O)Cc1ccccc1
10021,0.0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
10022,0.0,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O
10023,0.0,CC1(C)CC(O)CC(C)(C)N1
10024,0.0,Cc1cc(O)cc(C)c1Cl
10025,0.0,O=C(O)c1ccc(O)c(O)c1
10026,0.0,COc1cc(C=O)ccc1O
10027,0.0,COc1cc(C=O)ccc1O
10028,0.0,Oc1ccc(Cl)cc1
10029,0.0,Oc1cccc(Cl)c1Cl
10030,0.0,Oc1cccc(O)c1
10031,0.0,Oc1cccc(O)c1
10032,1.0,CC(=O)Nc1ccccc1O
10033,0.0,OC1CCCCCCCCCCC1
10034,0.0,Oc1nc(O)nc(O)n1
10035,0.0,OC1OCCOC1O
10036,0.0,Cc1ccc(OC(=O)c2ccccc2O)cc1
10037,0.0,OC1CCCCC1c1ccccc1
10038,0.0,Nc1cccc2c(O)nnc(O)c12
10039,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
10040,0.0,OCC(CO)(CO)CO
10041,0.0,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO
10042,0.0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
10043,0.0,C=COCC1CCC(CO)CC1
10044,0.0,OCc1cccc(Oc2ccccc2)c1
10045,0.0,Cc1ncsc1CCO
10046,0.0,OCCCCCCO
10047,0.0,CCCCCCOCCOCCO
10048,0.0,CCCCOCCOCCOCCO
10049,0.0,ON(Cc1ccccc1)Cc1ccccc1
10050,0.0,On1nnc2ccccc21
10051,0.0,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccccc1
10052,0.0,c1ccc(SSc2ccccc2)cc1
10053,0.0,CCOC(=O)n1ccn(C)c1=S
10054,0.0,Nc1nc(=S)[nH][nH]1
10055,1.0,Sc1nc2ccccc2s1
10056,0.0,SCCSCCS
10057,0.0,O.O.[Ba+2].[Cl-].[Cl-]
10058,0.0,CCn1cc[n+](C)c1.[Br-]
10059,0.0,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1.[Br-]
10060,0.0,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C.[Br-]
10061,0.0,CCC[N+](CCC)(CCC)CCC.[Br-]
10062,0.0,CCC[N+]1(C)CCCCC1.[Br-]
10063,0.0,CCCC[N+](CCCC)(CCCC)CCCC.[Br-]
10064,0.0,CCCC[N+]1(C)CCCC1.[Br-]
10065,0.0,[Ca+2].[Cl-].[Cl-]
10066,0.0,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2]
10067,0.0,O=C([O-])C(=O)[O-].[Ca+2]
10068,0.0,CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2]
10069,0.0,O.O=C1[N-]S(=O)(=O)c2ccccc21.O=C1[N-]S(=O)(=O)c2ccccc21.[Ca+2]
10070,0.0,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2]
10071,0.0,C[N+](C)=CCl.[Cl-]
10072,0.0,C[N+](C)(C)C.[Cl-]
10073,0.0,C[N+](C)(C)CC(=O)O.[Cl-]
10074,0.0,C[N+](C)(C)CC1CO1.[Cl-]
10075,0.0,C=C(C)C(=O)NCCC[N+](C)(C)C.[Cl-]
10076,0.0,CCC[N+]1(C)CCCC1.[Cl-]
10077,0.0,C=CCn1cc[n+](C)c1.[Cl-]
10078,0.0,C=CC[N+](C)(C)CC=C.[Cl-]
10079,0.0,C=CC[N+](C)(C)CC=C.[Cl-]
10080,1.0,CCCCNc1ccc(C(=O)OCC[NH+](CC)CC)cc1.[Cl-]
10081,0.0,CCCC[N+](C)(CCCC)CCCC.[Cl-]
10082,0.0,CCCC[N+]1(C)CCCC1.[Cl-]
10083,0.0,CCCC[n+]1ccccc1.[Cl-]
10084,0.0,[Cr+2].c1cc[cH-]c1.c1cc[cH-]c1
10085,0.0,[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1
10086,0.0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Fe+3].[Na+]
10087,0.0,CCC[N+]1(C)CCCC1.[I-]
10088,0.0,CCn1cc[n+](C)c1.[I-]
10089,0.0,CCCn1cc[n+](C)c1.[I-]
10090,0.0,CCCC[n+]1cccc(C)c1.[I-]
10091,0.0,CCCC[n+]1ccccc1C.[I-]
10092,0.0,CCCC[n+]1ccccc1.[I-]
10093,0.0,[I-].[K+]
10094,0.0,O=S(=O)([O-])OOS(=O)(=O)[O-].[K+].[K+]
10095,0.0,O=[N+]([O-])[O-].[K+]
10096,0.0,C/C=C/C=C/C(=O)[O-].[K+]
10097,0.0,CCCCC(CC)C(=O)[O-].[K+]
10098,0.0,O=C([O-])c1ccccc1.[K+]
10099,0.0,O=C([O-])Cc1cccc2ccccc12.[K+]
10100,0.0,CC(=O)[O-].[K+]
10101,0.0,O=C[O-].[K+]
10102,0.0,[K+].[O-][Cl+2]([O-])[O-]
10103,0.0,O=N[O-].[K+]
10104,0.0,O=S(=O)([O-])c1ccc2cc(O)ccc2c1.[K+]
10105,0.0,O=S(=O)([O-])c1ccc2cc(O)ccc2c1.[K+]
10106,0.0,N#C[S-].[K+]
10107,0.0,O=c1nc([O-])n(Cl)c(=O)n1Cl.[K+]
10108,0.0,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[K+]
10109,0.0,O=C1[N-]C(=O)c2ccccc21.[K+]
10110,0.0,O=C([O-])c1ccccc1C(=O)O.[K+]
10111,0.0,[Br-].[Na+]
10112,0.0,O=P([O-])(O)OP(=O)([O-])O.[Na+].[Na+]
10113,0.0,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+]
10114,0.0,O=S(=O)([O-])c1ccc2cc(O)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+]
10115,0.0,CC1=NN(c2cc(Cl)c(S(=O)(=O)[O-])cc2Cl)C(=O)C1/N=N/c1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+]
10116,0.0,Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)[O-])cc3)cc2)ccc1N.[Na+].[Na+]
10117,0.0,Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C.[Na+].[Na+]
10118,0.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)[O-])C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+]
10119,0.0,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.[Na+].[Na+]
10120,0.0,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.[Na+].[Na+]
10121,0.0,O=[N+]([O-])[O-].[Na+]
10122,0.0,COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)[O-])n1.[Na+]
10123,0.0,O=C([O-])CCl.[Na+]
10124,0.0,O=C([O-])CF.[Na+]
10125,0.0,CC(=O)[O-].[Na+]
10126,0.0,[Na+].[O-]c1ccccc1
10127,0.0,[Na+].[O-][Cl+2]([O-])[O-]
10128,0.0,[Na+].[O-][Cl+][O-]
10129,0.0,O=N[O-].[Na+]
10130,0.0,C=CS(=O)(=O)[O-].[Na+]
10131,0.0,O=S(=O)([O-])c1ccc2cc(O)ccc2c1.[Na+]
10132,1.0,O=S(=O)([O-])c1ccc2ccccc2c1.[Na+]
10133,0.0,CCCCc1ccc2cccc(S(=O)(=O)[O-])c2c1.[Na+]
10134,0.0,C=CCS(=O)(=O)[O-].[Na+]
10135,0.0,O=S(=O)([O-])CCO.[Na+]
10136,0.0,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+]
10137,0.0,O=S(=O)([O-])CO.[Na+]
10138,0.0,COS(=O)(=O)[O-].[Na+]
10139,0.0,CCCCCCCCOS(=O)(=O)[O-].[Na+]
10140,0.0,N#C[S-].[Na+]
10141,0.0,[Na+].[S-]c1ccccc1
10142,0.0,[Na+].[S-]c1ccccc1
10143,0.0,C=C(C)CS(=O)(=O)[O-].[Na+]
10144,0.0,CC(=O)C(=O)[O-].[Na+]
10145,0.0,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+]
10146,0.0,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].[Na+]
10147,0.0,CC(Cl)(Cl)C(=O)[O-].[Na+]
10148,0.0,Cc1ccc(S(=O)(=O)[O-])c(C)c1.[Na+]
10149,0.0,Cc1ccc(S(=O)(=O)[O-])cc1.[Na+]
10150,0.0,Cc1ccccc1S(=O)(=O)[O-].[Na+]
10151,0.0,CCC1(CC)C(=O)N=C([O-])NC1=O.[Na+]
10152,0.0,O=C([O-])C(Cl)(Cl)Cl.[Na+]
10153,0.0,O=C([O-])C(Cl)Cl.[Na+]
10154,0.0,O=C([O-])c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-].[Na+]
10155,0.0,O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+]
10156,0.0,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)[O-])n1.[Na+]
10157,0.0,COc1nn(C(=O)[N-]S(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C.[Na+]
10158,0.0,F[B-](F)(F)F.[Na+]
10159,0.0,F[B-](F)(F)F.[Na+]
10160,0.0,N#C[N-]C#N.[Na+]
10161,0.0,Nc1ccc(S(=O)(=O)[O-])cc1.[Na+]
10162,0.0,O.O.O=c1nc([O-])n(Cl)c(=O)n1Cl.[Na+]
10163,0.0,Cc1ccc(S(=O)(=O)[N-]Cl)cc1.O.O.O.[Na+]
10164,0.0,O.O=C1[N-]S(=O)(=O)c2ccccc21.[Na+]
10165,0.0,O=C([O-])c1cccc([N+](=O)[O-])c1.[Na+]
10166,0.0,O=[N+]([O-])c1ccccc1[O-].[Na+]
10167,0.0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+]
10168,0.0,CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+]
10169,0.0,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1.[Na+]
10170,0.0,CCOC(=O)CC([O-])C(=O)OCC.[Na+]
10171,0.0,O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)[O-])c1.[Na+]
10172,0.0,CC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+]
10173,0.0,CCCCC(CC)COS(=O)(=O)[O-].[Na+]
10174,0.0,O=C([O-])C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1.[Na+]
10175,0.0,O=S(=O)([O-])CCN1CCN(CCO)CC1.[Na+]
10176,0.0,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[NH4+].[NH4+]
10177,0.0,O=S(=O)([O-])OOS(=O)(=O)[O-].[NH4+].[NH4+]
10178,0.0,NC(=O)[O-].[NH4+]
10179,0.0,[NH4+].[O-][Cl+3]([O-])([O-])[O-]
10180,0.0,[NH4+].[O-][Cl+3]([O-])([O-])[O-]
10181,0.0,NS(=O)(=O)[O-].[NH4+]
10182,0.0,N#C[S-].[NH4+]
10183,0.0,CC(C)(CO)[N+](=O)[O-]
10184,1.0,Nc1ccc(NCCO)c([N+](=O)[O-])c1
10185,0.0,O=[N+]([O-])c1ccc2[nH]cnc2c1
10186,0.0,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1
10187,0.0,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21
10188,0.0,O=C1OC(=O)c2cc([N+](=O)[O-])ccc21
10189,0.0,O=[N+]([O-])c1ccc2ncccc2c1
10190,1.0,O=[N+]([O-])c1cccc2cccnc12
10191,0.0,O=[N+]([O-])c1ccccc1
10192,0.0,CCC[N+](=O)[O-]
10193,0.0,CCC[N+](=O)[O-]
10194,0.0,CCCC[N+](=O)[O-]
10195,0.0,C[N+](=O)[O-]
10196,0.0,C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1.O=C([O-])/C=C\C(=O)[O-]
10197,0.0,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC
10198,0.0,C[N+](C)(C)C.[OH-]
10199,0.0,C[N+](C)(C)Cc1ccccc1.[OH-]
10200,0.0,C[N+](C)(C)CCO.[OH-]
10201,0.0,[Cl-].[Cl-].[SnH2+2]
10202,0.0,Br.CCCN1C=CN(C)C1
10203,0.0,Br.CCN1C=CN(C)C1C
10204,0.0,Br.CCCCN1C=CN(C)C1
10205,0.0,Br.CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
10206,0.0,O=C(O)C(Br)(Br)Br
10207,0.0,BrC(Br)Br
10208,0.0,O=C(O)C(Br)Br
10209,0.0,O=C(O)C(Br)Br
10210,0.0,CC(C)Br
10211,0.0,CCC(C)Br
10212,0.0,ClC(Cl)(Cl)Br
10213,0.0,Brc1c(Br)c(Br)c(Br)c(Br)c1Br
10214,0.0,Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br
10215,0.0,CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1
10216,0.0,Brc1ccc(Br)cc1
10217,0.0,Brc1ccc(-c2ccccc2)cc1
10218,0.0,Brc1ccccc1
10219,0.0,Brc1ccc(Oc2ccc(Br)cc2)cc1
10220,0.0,Brc1ccc(Oc2ccccc2)cc1
10221,0.0,BrCBr
10222,0.0,CCBr
10223,0.0,N#CCBr
10224,0.0,CCCBr
10225,0.0,BrCCCBr
10226,0.0,BrCCCCBr
10227,0.0,CCCCCBr
10228,0.0,BrCCCCCBr
10229,0.0,CCCCCCBr
10230,0.0,CCCCCCCCBr
10231,0.0,CCCCCCCCCCCCCCCCBr
10232,0.0,ClCCBr
10233,0.0,OCCCBr
10234,0.0,BrCCOc1ccccc1
10235,0.0,C#CC(O)C(CC)CCCC
10236,0.0,C#CC1(O)CCCCC1
10237,0.0,C#CCO
10238,0.0,c1ccc(CCc2ccccc2)cc1
10239,0.0,c1ccc(COCc2ccccc2)cc1
10240,0.0,CC(C)=CC=O
10241,0.0,CC(=O)CCC=C(C)C
10242,0.0,CC(=O)CCC=C(C)C
10243,0.0,CC(C)=CCO
10244,0.0,CCC(C)=NO
10245,0.0,CCC(C)=NO
10246,0.0,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2
10247,0.0,CC1(C)[C@H]2CC[C@](C)(C2)[C@H]1O
10248,0.0,C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C
10249,0.0,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2
10250,0.0,C/C=C(\C)C=O
10251,0.0,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2
10252,0.0,COP(=O)([O-])OC.Cn1cc[n+](C)c1
10253,0.0,CCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1
10254,0.0,CCn1cc[n+](C)c1.O=S(=O)([O-])O
10255,0.0,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1
10256,0.0,CCn1cc[n+](C)c1.N#CN=C=[N-]
10257,0.0,CCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F
10258,0.0,CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F
10259,0.0,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
10260,0.0,C[Si](C)(C)Cl
10261,0.0,C[Si](C)(C)N[Si](C)(C)C
10262,0.0,C[Si](C)(C)O[Si](C)(C)C
10263,0.0,C[SiH](O[Si](C)(C)C)O[Si](C)(C)C
10264,0.0,C=C[Si](C)(C)O[Si](C)(C)C=C
10265,0.0,CO[Si](C)(C)OC
10266,0.0,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
10267,0.0,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1
10268,0.0,C[Sn](Cl)(Cl)Cl
10269,0.0,CNC(=O)ON=C(C)SC
10270,0.0,CC(C)=CC(=O)C=C(C)C
10271,0.0,CC(C)=CC(=O)O
10272,0.0,CC(C)=CCC[C@H](C)CCO
10273,0.0,CC(=O)OC/C=C(/C)CCC=C(C)C
10274,0.0,CC(C)=CCC/C(C)=C/CO
10275,0.0,C/C=C(\C)C(=O)OC/C=C(\C)CCC=C(C)C
10276,0.0,CCCC(=O)OC/C=C(\C)CCC=C(C)C
10277,0.0,CC(=O)OC/C=C(\C)CCC=C(C)C
10278,0.0,CC(C)=CCC/C(C)=C/COC=O
10279,0.0,CC(C)=CCCC(C)CCO
10280,0.0,CC(C)=CCCC(C)CCO
10281,0.0,CC=C(C)C(=O)OCCC(C)CCC=C(C)C
10282,0.0,C/C=C(\C)C(C)=O
10283,0.0,C/C=C/C=C/C(=O)O
10284,0.0,C1=CC2C3C=CC(C3)C2C1
10285,0.0,C=C(C)C(=O)O
10286,0.0,C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
10287,0.0,C=C(C)C(=O)OC
10288,0.0,C=C(C)C(=O)OCC
10289,0.0,C=C(C)C(=O)OCc1ccccc1
10290,0.0,C=C(C)C(=O)OCCCCCCCCCCCC
10291,0.0,C=C(C)C(=O)OCCCCCCCCCCOC(=O)C(=C)C
10292,0.0,C=C(C)C(=O)OCCO
10293,0.0,C=C(C)C(N)=O
10294,0.0,C=C(C)C(N)=O
10295,0.0,C=C(C)c1ccccc1
10296,0.0,C=C(C)CC(C)(C)C
10297,0.0,C=C(C)CC(C)(C)C
10298,0.0,C=C(C)CNCC
10299,0.0,C=C(C)OC(C)=O
10300,0.0,C=C(Cl)Cl
10301,0.0,C=C[C@@H](C)CCC=C(C)C
10302,0.0,C=C[Si](OC)(OC)OC
10303,0.0,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C
10304,0.0,C=CC#N
10305,0.0,C=CC#N
